Noms;CI;paper;SMILE;apol;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nB;a_nBr;a_nC;a_nCl;a_nF;a_nH;a_nI;a_nN;a_nO;a_nP;a_nS;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_double;b_heavy;b_max1len;b_rotN;b_rotR;b_single;b_triple;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;chiral;chiral_u;density;diameter;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;KierFlex;lip_acc;lip_don;lip_druglike;lip_violation;logP(o/w);logS;mr;mutagenic;nmol;opr_brigid;opr_leadlike;opr_nring;opr_nrot;opr_violation;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+0;PEOE_VSA+1;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS;PEOE_VSA_PPOS;petitjean;petitjeanSC;Q_PC+;Q_PC-;Q_RPC+;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPNEG;Q_VSA_FPOL;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_POS;Q_VSA_PPOS;radius;reactive;rings;RPC+;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd;vsa_other;vsa_pol;Weight;weinerPath;weinerPol;zagreb
PCB_52 ;0.74000001;3;Clc1ccc(Cl)cc1-c1cc(Cl)ccc1Cl;33.840759;0;0;1;1;0;0;12;0;22;0;0;16;16;31.578171;1.4353714;0;0;12;4;0;6;0;0;0;0;0;2.0448213;-2.214541;-0.68197507;0.67087197;2.2137625;-1.9840455;-0.38159645;1.0552236;2.4606605;-1.8656989;-0.36568961;1.0491397;2.571192;8.2392416;1;0.05882353;12;23;0;17;1;1;0.05882353;11;0;11.706742;10.999676;6.4641018;7.7067423;7.5753875;5.9938545;3.7260678;5.2659864;0;0;0.98614144;7;0;-0.71707195;-0.41619763;0.050689459;2.2012208;-0.52177364;-0.17376873;0.49267545;2.4566741;-0.3890076;-0.1308099;0.46911696;2.5525751;12.456747;5.1041665;2.8311112;13.11073;5.3912129;2.9982691;4.4176712;0;0;1;1;6.3039999;-6.7484198;7.0296445;0;1;12;1;2;1;1;0;0;0.32897511;-0.32897511;0.17546871;0.25;99.268044;18.078985;0;0;0;0;0;0;118.32779;0;0;0;0;0;1;0.50208074;0;0;0.49791926;0;235.67482;118.32779;0;0;117.34703;0;0.42857143;0.75;0;0;0;0;1;0;0;0;1;0;235.67482;0;0;0;235.67482;0;4;0;2;0;0;0;5.9671998;0;0;0;0;0;0;14.002426;112.23026;0;156.59457;7.1918001;0;0;0;14.002426;6.37115;105.85911;0;156.59457;0;0.56510133;5.0874629;2.6757755;7.7267342;235.67482;289.96246;0;0;0;0;235.67482;0;0;291.992;412;24;82
Pentamidine;0.039999999;2;O(CCCCCOc1ccc(cc1)C(=[NH2+])N)c1ccc(cc1)C(=[NH2+])N;56.780617;0;0;1;3;2;0;12;4;51;0;2;25;17;76.371635;1.4974831;0;0;19;0;0;26;0;4;2;0;0;1.3968046;-2.6203084;-0.56768292;0.64677924;2.5876904;-2.9275045;-0.53072333;0.66572243;2.6738203;-2.3826559;-0.37952936;0.78258634;2.8238132;29.615381;10;0.38461539;12;52;2;26;6;10;0.38461539;38;0;18.070704;14.280233;11.154336;12.656489;12.058551;8.2830334;6.1427345;7.932653;0;0;0.78128183;18;2;-0.79390907;-0.38222876;0.14103027;2.5142808;-2.1879876;-0.31895164;0.12720254;2.5847871;-0.55977851;-0.19806795;0.18186016;2.7557199;21.301775;11.658402;8.0443211;15.38554;8.2969465;5.6616168;5.1061201;6;8;1;1;3.108;-4.74227;9.9922028;0;1;12;1;2;10;1;0;0;2.6607685;-0.66076845;0.17912497;0.5;173.89345;21.334118;44.116947;0;70.969955;0;22.381124;0;0;0;0;0;0;5.0075121;0.70874238;0.01482815;0.01482815;0.29125759;0.98517185;0.27642944;239.34451;5.0075121;5.0075121;98.358597;332.69559;93.351082;0.5;1;0;0;0;0;1;0;0;0;1;0;337.70309;0;0;0;337.70309;0;9;0;2;0;0;1;-0.75650001;151.13808;4.6558404;0;41.852516;6.37115;0;0;141.14548;56.605217;10.486856;9.8168602;0;85.343712;0;16.858006;65.794373;197.75069;46.508358;0;121.68;0.41335541;5.7004399;3.9830697;8.9081993;337.70309;404.76428;5.0075121;0;70.969955;70.969955;239.34451;22.381124;75.97747;342.44299;2120;32;118
Phenobarbitone;0.51999998;2;O=C1NC(=O)NC(=O)C1(CC)c1ccccc1;33.727516;1;1;0;0;3;0;6;0;29;2;5;17;9;48.08746;1.6581883;0;0;12;0;0;12;0;2;3;0;0;2.2186267;-2.5613515;-0.55450386;0.55760205;2.6591647;-2.7842083;-0.50674492;0.67126656;2.6011665;-2.3223538;-0.38156867;0.7004329;2.8980157;17.312485;2;0.11111111;6;30;3;18;3;2;0.11111111;21;0;12.466255;9.3186026;7.0938582;8.052042;8.1082258;5.3337164;3.7213438;4.7431822;0;0;0.84546036;8;0;-0.76103753;-0.43633094;0.086986333;2.5332735;-1.183949;-0.3545354;0.1554832;2.5106981;-0.51807946;-0.21506928;0.16946924;2.7875495;13.432098;5.3254437;2.2907231;9.0361023;3.4842544;1.4656065;1.8520046;5;2;1;0;1.7180001;-2.94871;6.2230406;0;1;12;1;2;2;0;0;0;1.1037036;-1.1037036;0.33847693;0.24392195;45.216946;0;0;0;0;25.899061;17.440542;81.251015;0;0;11.365152;13.566921;27.133842;0;0.62122393;0.60086918;0.18344131;0.37877607;0.39913085;0.19533478;137.83311;133.31693;40.700764;84.040367;88.556549;43.339603;0.5;1;0;0;0;0;1;0;0;0;1;0;221.87347;0;0;0;221.87347;0;4;0;2;0;0;1;0.70039999;36.0215;15.347524;47.724434;0;3.185575;0;0;88.215919;18.868406;57.188232;6.0092402;71.586647;0;36.0215;3.185575;0;107.08433;15.347524;33.326015;75.269997;0.54234898;5.1699252;2.6406655;7.9212403;221.87347;260.38242;40.700764;0;0;11.365152;126.46796;43.339603;52.065914;232.239;458;31;88
Phenytoin;0.51999998;2;O=C1NC(=O)NC1(c1ccccc1)c1ccccc1;38.205517;1;1;0;0;2;0;12;0;31;2;4;19;13;47.957176;1.5470057;0;0;15;0;0;12;0;2;2;0;0;1.8609511;-2.4036336;-0.64884627;0.69777596;2.5789814;-2.4748666;-0.53807992;0.80591482;2.5287292;-2.1174004;-0.49986199;0.85431087;2.8520715;16.354485;2;0.095238097;12;33;2;21;2;2;0.095238097;19;0;13.294683;10.089999;8.2735023;9.8804693;9.2320175;5.9796157;4.5713673;6.4990187;0;0;0.79822212;8;0;-0.78786528;-0.39797416;0.079514876;2.5389903;-1.1955063;-0.28879461;0.16445385;2.5899959;-0.45881784;-0.21605732;0.19305076;2.8236132;13.959184;5.7800002;2.4921579;8.988946;3.6209722;1.5277853;1.7130907;4;2;1;0;2.4489999;-3.67628;7.2331095;0;1;17;1;3;2;0;0;0;0.87477577;-0.87477577;0.42046058;0.30557543;4.4170794;0;0;0;0;12.949531;17.440542;158.08495;0;0;5.6825762;19.249496;13.566921;0;0.72684127;0.84957439;0.14182231;0.2731587;0.15042564;0.13133641;168.1846;196.58394;32.816418;63.20649;34.807152;30.390074;0.5;1;0;0;0;0;1;0;0;0;1;0;231.3911;0;0;0;231.3911;0;4;0;3;0;0;1;2.0811;36.0215;10.088739;23.862217;0;6.37115;0;0;176.43184;0;23.862217;7.0455399;47.724434;0;36.0215;6.37115;0;176.43184;10.088739;0;58.200001;0.51875818;5.3923173;2.7179372;8.2504387;231.3911;300.88992;27.133842;0;0;11.365152;162.50203;30.390074;38.498993;252.27299;617;32;102
Prednisolone ;0.38;2;OC1(CCC2C3C(C4(C(=CC(=O)C=C4)CC3)C)C(O)CC12C)C(=O)CO;59.640205;0;0;2;3;5;0;0;0;54;3;8;26;19;72.309685;1.3390682;0;0;21;0;0;28;0;0;5;0;0;1.6783053;-2.9211571;-0.51778781;0.56173956;2.9748425;-2.8994181;-0.48167238;0.50613433;3.0055456;-2.6753612;-0.3849467;0.67450255;3.2149055;32.525795;2;0.068965517;0;57;4;29;4;2;0.068965517;53;0;18.905413;15.44223;13.284093;13.905413;12.170505;9.6606245;8.4543428;9.2313471;7;7;0.82953542;12;0;-0.80053228;-0.40547305;0.043977506;3.3135674;-0.94576418;-0.35328117;0.00052518409;3.3533049;-0.53696847;-0.22655044;0.15359394;3.5381305;19.322235;6.25;2.4860198;16.870308;5.4258013;2.1493821;3.5205748;5;3;1;0;1.778;-3.3569;9.5772095;0;1;20;1;4;2;0;0;0;1.2878056;-1.2878056;0.19289149;0.22575727;176.10197;0;0;16.917038;30.516994;0;0;18.017035;0;0;0;40.700764;27.133842;0;0.68210882;0.27748889;0.2192544;0.31789115;0.72251111;0.098636754;211.03606;85.851639;67.834602;98.351601;223.53601;30.516994;0.5;1;0;0;0;0;1;0;0;0;1;0;309.38766;0;0;0;309.38766;0;6;1;4;0;0;1;1.5576;76.155678;11.375222;54.193081;20.926258;13.232388;3.185575;0;52.929554;94.342026;66.652031;9.5048399;47.724434;76.155678;13.232388;9.6542244;0;147.27158;32.301479;66.652031;94.830002;0.42228913;5.8579812;3.1649306;9.1329422;309.38766;400.49646;27.133842;0;0;0;224.636;16.917038;67.834602;360.44998;1425;59;154
Propofol;0.50999999;3;Oc1c(cccc1C(C)C)C(C)C;33.924274;0;0;1;1;1;0;6;0;31;1;2;13;12;35.501884;1.1452221;0;0;12;0;0;18;0;0;1;0;0;2.6282084;-2.5656872;-0.35760164;0.48118311;2.5215297;-2.4014781;-0.29330131;0.44190437;2.6915472;-2.3018684;-0.21904299;0.59740454;2.794178;19.677727;2;0.15384616;6;31;0;13;2;2;0.15384616;25;0;10.008072;8.8339653;8.3867512;9.0080719;6.036581;4.8543749;4.6307683;5.4592309;0;0;0.69801164;6;0;-0.78530598;-0.31050372;0.027316008;2.4777522;-0.76212394;-0.19434766;-0.015624896;2.6472328;-0.52217674;-0.14928514;0.13392663;2.7424016;11.076923;4.4814816;2.4793389;9.1026993;3.6170094;1.9706492;2.5326576;1;1;1;0;3.8800001;-3.4047501;5.5979009;0;1;6;1;1;2;0;0;0;0.19565572;-0.19565572;0.62789631;0.97426409;126.46796;0;8.458519;0;0;0;0;47.425484;0;0;13.566921;0;0;0;1;0.31131458;0;0;0.68868542;0;195.91888;60.992405;0;0;134.92648;0;0.5;1;0;0;0;0;1;0;0;0;1;0;195.91888;0;0;0;195.91888;0;3;0;1;0;0;1;3.6389999;25.385227;0;0;0;6.37115;0;8.8215923;52.929554;0;138.54749;5.62848;0;25.385227;0;20.436171;0;52.929554;0;133.30406;20.23;0.6193822;4.7004399;2.440851;7.1213942;195.91888;229.4102;0;0;0;0;182.35196;0;13.566921;178.27499;234;19;62
Pyridoxal ;0.37;3;Oc1c(C=O)c(cnc1C)CO;23.587137;0;0;1;1;4;0;6;0;21;2;6;12;7;34.954453;1.6644977;0;0;8;0;0;9;0;1;3;0;0;2.6215596;-2.3067155;-0.5812481;0.60609919;2.3266551;-2.2210159;-0.5414536;0.56934547;2.4376423;-2.0436008;-0.35703763;0.79332489;2.5960407;12.116863;2;0.16666667;6;21;1;12;2;2;0.16666667;14;0;9.1378279;6.6116962;4.8618073;5.4307213;5.7019072;3.4382463;2.1809037;2.8020952;0;0;0.8692863;6;0;-0.78684998;-0.44701442;0.069296874;2.1722558;-0.78147364;-0.34469682;0.0053006681;2.2666287;-0.49546313;-0.22045422;0.24776334;2.4384887;10.083333;4.296875;2.0408163;7.3753104;3.043287;1.4090084;1.8704321;4;2;1;0;0.023;0.14469001;4.3870053;0;1;6;1;1;2;0;0;0;0.93312508;-0.93312508;0.25298417;0.30336973;2.2085397;58.616047;8.458519;0;44.116947;0;0;0;0;0;13.566921;19.249496;13.566921;0;0.51851463;0.29028887;0.20538065;0.48148537;0.70971113;0.27610472;82.850029;46.383339;32.816418;76.933365;113.40005;44.116947;0.5;1;0;0;0;0;1;0;0;0;1;0;159.78339;0;0;0;159.78339;0;3;1;1;0;0;1;0.66681999;50.770454;16.78553;20.14522;0;32.990112;0;0;17.214357;0;59.495701;4.2154102;23.862217;67.555984;0;14.371325;0;38.140617;0;53.471233;70.419998;0.65002245;4.5849624;2.3217623;6.889935;159.78339;181.86412;19.249496;0;0;0;91.341583;22.058474;46.383339;167.164;186;18;56
Pyridoxal_5_phosphate ;0.07;3;P(OCc1cnc(C)c(O)c1C=O)(=O)([O-])[O-];28.956345;0;0;1;3;4;3;6;0;24;1;5;16;7;46.529324;1.9387219;0;0;8;0;0;8;0;1;6;1;0;2.5355017;-2.4734523;-0.5417878;0.20953828;2.3140147;-2.3706977;-0.83417457;0.27923441;2.5103528;-2.0716379;-0.10762995;0.40198356;2.6508996;23.293655;4;0.25;6;24;1;16;4;4;0.25;17;0;12.344935;9.1391163;4.8618073;5.4307213;7.3483539;5.601584;2.1809037;2.8020952;0;0;1.0213779;8;-2;-0.91585225;-0.60935271;-0.085176952;2.1938577;-1.349;-0.47915238;-0.018653398;2.3298142;-0.48125842;-0.17986456;0.071971379;2.4986024;14.0625;5.5576558;4.0767999;12.535419;4.9136596;3.5822594;3.849674;7;1;1;0;-0.96399999;0.21407001;5.5647025;0;1;6;1;1;4;0;0;0;0.75696713;-2.7569671;0.31172436;0.18610539;22.058474;77.329117;8.458519;0;22.058474;0;0;2.2085397;0;0;13.566921;5.6825762;13.566921;51.853382;0.5702551;0.4007619;0.32799113;0.4297449;0.5992381;0.10175375;123.62157;86.878342;71.102875;93.161354;129.90459;22.058474;0.5;1;0;0;0;0;1;0;0;0;1;0;216.78293;0;0;0;216.78293;0;4;1;1;0;0;1;-1.55038;92.686523;16.78553;27.066851;0;32.990112;0;0;17.214357;0;75.172226;4.7940302;98.085144;42.170757;0;14.371325;0;38.140617;0;69.147766;110.63;0.54356444;5;2.8577962;7.7036967;216.78293;232.10115;71.102875;47.187408;0;0;91.341583;40.771542;84.6698;245.127;447;22;78
Pyridoxine ;0.56;3;Oc1c(CO)c(cnc1C)CO;24.920723;0;0;1;1;4;0;6;0;23;3;7;12;8;37.233288;1.6188387;0;0;8;0;0;11;0;1;3;0;0;2.6170022;-2.3676884;-0.61088532;0.66312599;2.3723109;-2.2562613;-0.59132522;0.58089173;2.5084975;-2.105444;-0.4126929;0.82390565;2.6349783;13.345277;2;0.16666667;6;23;0;12;2;2;0.16666667;17;0;9.1378279;6.7804184;4.9915638;5.4307213;5.7019072;3.5836499;2.2457819;2.8020952;0;0;0.8692863;6;0;-0.78810817;-0.42872486;0.11587641;2.2377346;-0.78201151;-0.35701299;-0.0013456972;2.3554318;-0.4979749;-0.22535171;0.24783219;2.4945457;10.083333;4.296875;2.0408163;8.0459042;3.3511446;1.5631479;2.2469158;4;3;1;0;-0.426;0.37977999;4.4394855;0;1;6;1;1;2;0;0;0;0.86554253;-0.86554253;0.24319007;0.28460363;4.4170794;56.407505;8.458519;0;44.116947;0;0;0;0;0;13.566921;32.816418;0;0;0.51851463;0.29028887;0.20538065;0.48148537;0.70971113;0.27610472;82.850029;46.383339;32.816418;76.933365;113.40005;44.116947;0.5;1;0;0;0;0;1;0;0;0;1;0;159.78339;0;0;0;159.78339;0;3;0;1;0;0;1;0.61302;76.155678;16.78553;0;0;9.1278973;0;0;17.214357;0;80.421959;4.2894402;0;92.941208;0;14.371325;0;59.066875;0;33.326015;73.580002;0.65002245;4.5849624;2.3217623;6.889935;159.78339;181.86412;5.6825762;0;0;0;113.40005;0;46.383339;169.17999;186;18;56
Pyrimethamine  ;1;3;Clc1ccc(cc1)-c1c(nc(nc1N)N)CC;36.368309;1;1;0;0;2;0;12;0;30;2;4;17;11;48.081451;1.602715;0;0;12;1;0;13;0;4;0;0;0;2.0247755;-2.4039237;-0.66643822;0.62714374;2.3885374;-2.4047558;-0.56053358;0.78904641;2.492974;-2.1541901;-0.42413312;0.85897279;2.6615889;15.951691;2;0.11111111;12;31;0;18;2;2;0.11111111;19;0;12.413849;10.199529;7.0165076;7.9996357;8.1133919;5.6707516;3.6320274;4.7483482;0;0;0.84827769;9;0;-0.78599322;-0.42242125;0.046621375;2.3749082;-1.3403713;-0.28090447;0.1962709;2.5110989;-0.51315361;-0.21289654;0.28392535;2.6790967;13.432098;5.7600002;3.0625;10.009226;4.2060986;2.2003291;2.4764583;4;4;1;0;2.24;-4.3183298;6.8381147;1;1;12;1;2;2;0;0;0;0.64010561;-0.64010561;0.37185004;0.34173262;112.868;11.219297;0;11.190562;15.681574;0;0;0;65.066925;0;0;11.365152;0;0;0.88105655;0.33612546;0.049980547;0.11894343;0.66387451;0.068962879;200.34479;76.432076;11.365152;27.046726;150.95944;15.681574;0.44444445;0.80000001;0;0;0;0;1;0;0;0;1;0;227.39151;0;0;0;227.39151;0;5;0;2;0;0;1;2.5237701;65.794373;33.57106;0;0;2.7567475;18.868406;3.5006065;76.943886;0;76.701675;7.0680799;0;33.57106;0;6.2573543;10.598163;155.23552;0;72.474655;77.82;0.54234898;5.1699252;2.8529727;7.8915906;227.39151;277.75455;11.365152;0;0;35.484978;153.66925;26.872137;46.850132;248.717;498;26;86
Riboflavine;0.69;2;P(OCC(O)C(O)C(O)CN1C2=NC(=O)NC(=O)C2=Nc2cc(C)c(cc12)C)(=O)([O-])[O-];57.837067;0;0;3;5;8;3;6;0;50;4;12;31;13;95.465996;1.9093199;0;0;17;0;0;19;0;4;9;1;0;1.7458733;-2.6688936;-0.52553868;0.56116146;2.6716189;-2.8352253;-0.74058515;0.49368736;2.542449;-2.4212401;-0.35686636;0.67054188;2.9067736;40.236935;7;0.21212122;6;52;4;33;8;7;0.21212122;42;0;23.085058;17.275377;10.300965;11.17928;14.368899;10.458142;4.6378636;5.6041903;3;3;0.98044693;13;-2;-0.91667342;-0.5330255;0.070542395;2.7500219;-1.349;-0.48926413;0.024255216;2.7540584;-0.52536899;-0.20441848;0.16276495;3.0336206;25.619835;10.092;6.1186266;21.377369;8.3673506;5.0493884;5.7700629;13;4;1;1;-2.1989999;-3.0132101;10.506535;0;1;16;0;3;7;2;0;0;2.1134226;-4.1134224;0.17639486;0.12473696;112.49236;32.112171;20.299505;26.348633;16.917038;0;30.390074;4.4170794;0;0;11.365152;59.95026;13.566921;51.853382;0.54524112;0.3717359;0.33017227;0.45475891;0.62826413;0.12458663;207.03491;141.15279;125.37056;172.67767;238.55978;47.307114;0.46153846;0.85714287;0;0;0;0;1;0;0;0;1;0;379.71259;0;0;0;379.71259;0;7;1;3;0;0;1;-3.29796;164.59204;15.173408;50.189793;39.365837;6.37115;33.57106;0;35.286369;0;111.70427;10.22231;121.94736;109.72674;21.135065;25.777098;5.513495;35.286369;54.539246;82.32856;195.25999;0.36097246;6.044394;3.5277944;9.6396189;379.71259;443.8588;90.352379;47.187408;0;5.6825762;175.98361;66.993256;136.73572;454.332;2636;53;166
Rifabutin ;0.37;3;O1c2c3c4c(c(O)c2C)C(=O)C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)C=COC1(C)C3=O)C)=C1NC2(N=C14)CC[NH+](CC2)CC(C)C;136.18996;0;0;4;6;11;0;6;1;124;5;16;61;39;185.61411;1.4968879;0;0;46;0;0;63;0;4;11;0;0;1.3381522;-2.8198946;-0.45447755;0.54941279;2.8295186;-3.5055084;-0.45007694;0.52300256;2.7514076;-2.6162364;-0.33788756;0.66432488;3.0354779;84.328041;4;0.060606062;6;129;9;66;3;5;0.075757578;114;0;44.87722;37.173279;30.618437;32.350124;28.645098;21.364359;15.368132;17.491594;9;9;0.82006335;21;1;-0.88343614;-0.37975839;0.049927499;3.3481479;-2.2598433;-0.30284035;0.082098983;3.3340991;-0.6300866;-0.19951272;0.15373567;3.5791967;50.413223;20.474463;10.297959;41.783375;16.914236;8.487896;11.585801;15;6;0;3;6.184;-7.7802501;22.678705;1;1;43;0;5;20;5;0;0;4.7677054;-3.7677054;0.060969789;0.092641287;273.51019;66.725845;115.15902;52.57547;16.917038;89.665092;0;31.616989;0;0;19.249496;32.816418;59.95026;10.015024;0.72746211;0.20001043;0.13379535;0.27253789;0.79998958;0.13874254;558.83704;153.64819;102.7817;209.36383;614.55267;106.58213;0.42857143;0.75;0;0;0;0;1;0;0;0;1;0;768.20087;0;0;0;768.20087;0;12;1;6;0;0;0.52459013;3.1986201;126.30138;27.136217;106.59869;55.318733;82.520714;60.868469;0;90.273773;37.736813;343.74701;22.58885;131.57285;103.94109;58.075481;57.802822;0;128.01059;82.454948;368.64401;206.75;0.22114268;7.044394;4.0524049;11.629639;768.20087;956.66144;67.461525;0;0;11.365152;593.7865;54.886921;119.52744;848.02698;15031;121;334
Rifampicin ;0.12;3;O1c2c3c4c(c(O)c2C)C(O)=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)C=COC1(C)C3=O)C)C(=CNN1CC[NH+](CC1)C)C4=O;129.04478;0;0;3;5;12;0;6;1;118;6;18;59;38;180.72701;1.5315847;0;0;43;0;0;59;0;4;12;0;0;1.4800977;-2.7796514;-0.50129062;0.5529567;2.7886639;-3.5076389;-0.42870411;0.5327912;2.7514079;-2.5616362;-0.32249326;0.66527396;3.0112834;79.295212;4;0.063492067;6;122;9;63;2;5;0.079365082;107;0;43.670116;35.413383;28.411331;30.272774;27.730885;19.950556;13.386751;15.629786;9;9;0.83287543;21;1;-0.8872683;-0.3815136;0.051117383;3.2536273;-2.2598255;-0.33533502;0.082114041;3.2598784;-0.63007617;-0.1967416;0.14691918;3.4857874;50.00655;21.326618;10.930113;41.261997;17.536407;8.9658356;12.264191;16;7;0;3;3.1659999;-5.4970298;21.682901;1;1;40;0;4;20;4;0;0;4.8305459;-3.8305459;0.07570263;0.091121502;214.6933;73.626251;83.54203;110.09152;8.458519;28.766575;74.498474;31.616989;0;9.4210396;27.133842;32.816418;54.267685;10.015024;0.72485232;0.21776336;0.12793915;0.27514768;0.78223664;0.14720853;550.125;165.271;97.099129;208.82269;593.6767;111.72356;0.42857143;0.75;0;0;0;0;1;0;0;0;1;0;758.94769;0;0;0;758.94769;0;12;1;5;0;0;0.49152541;2.00912;126.17886;27.381262;106.59869;99.143539;78.109917;77.408951;0;112.73156;0;277.09497;21.57843;131.57285;90.157356;78.927391;58.231651;5.2434282;107.48813;98.137779;334.88916;217.86;0.22457284;6.9772801;4.0230184;11.536993;758.94769;917.89117;61.778954;0;0;15.103616;579.61005;48.18737;131.15025;823.961;13890;115;314
Ritodrine ;0.1;3;Oc1ccc(cc1)C(O)C([NH2+]CCc1ccc(O)cc1)C;48.095448;1;0;0;1;3;0;12;1;43;3;6;21;17;60.980133;1.4181427;0;0;17;0;0;22;0;1;3;0;0;1.6131296;-2.675621;-0.64306259;0.70328671;2.6855967;-3.4091628;-0.53807992;0.80591482;2.5634677;-2.4842377;-0.49986199;0.85431087;2.8722064;24.050554;6;0.27272728;12;44;0;22;6;6;0.27272728;32;0;15.242276;12.106708;10.187716;11.53517;10.058551;7.1426406;5.6956468;7.4182515;2;2;0.78149647;14;1;-0.86683756;-0.38182941;0.18695903;2.665576;-2.2477224;-0.30658844;0.16445385;2.6583436;-0.63577449;-0.21605732;0.19305076;2.8702469;17.355371;8.5850182;5.6055365;13.657548;6.6689563;4.3112845;4.3372188;4;5;1;0;2.836;-2.33113;8.3611107;0;1;12;1;2;6;0;0;0;1.6104487;-0.61044878;0.22357647;0.34613091;97.059509;29.408449;38.408108;0;8.458519;0;26.999058;33.825527;0;0;27.133842;13.566921;0;0;0.82163823;0.27114281;0.049359396;0.17836174;0.72885722;0.12900235;225.83543;74.526291;13.566921;49.024498;200.33365;35.457577;0.5;1;0;0;0;0;1;0;0;0;1;0;274.85992;0;0;0;274.85992;0;7;0;2;0;0;1;1.42127;94.166428;0;3.9819686;18.439579;6.37115;18.868406;0;141.14548;6.4686494;43.81287;8.12428;0;94.166428;0;27.308624;0;160.01389;18.439579;33.326015;77.300003;0.46827638;5.4594316;3.530153;8.4403524;274.85992;340.617;0;0;5.6825762;5.6825762;228.47659;0;46.383339;288.367;1114;28;102
Ritonavir ;0.090000004;3;s1cncc1COC(=O)NC(Cc1ccccc1)C(O)CC(NC(=O)C(NC(=O)N(Cc1nc(sc1)C(C)C)C)C(C)C)Cc1ccccc1;113.53606;0;0;4;6;6;0;22;0;98;4;10;50;36;158.29417;1.6152467;0;0;37;0;0;48;0;6;5;0;2;1.3874168;-2.7144141;-0.51930356;0.5806976;2.707427;-2.8710985;-0.46021175;0.67699885;2.636477;-2.4653656;-0.39122003;0.73829281;2.9509759;68.423935;18;0.33962265;22;101;3;53;7;22;0.41509435;76;0;36.045029;30.876526;23.50519;25.810825;23.977274;18.568356;10.999342;13.358211;4;4;0.81797171;22;0;-0.83729672;-0.38844505;0.062127329;3.0360904;-1.1654736;-0.29156563;0.13883604;3.0260117;-0.53113741;-0.20909584;0.19305076;3.2793894;42.737629;22.395555;14.987959;34.812023;18.162325;12.118054;12.645346;11;4;0;3;5.0040002;-6.2857499;20.322235;0;1;22;0;4;17;4;0;0;2.8652408;-2.8652408;0.13395847;0.10241769;153.00206;74.424538;47.298565;97.037285;0;12.949531;36.640053;166.68663;17.784555;0;0;57.748489;27.435829;0;0.80496031;0.39023525;0.12327553;0.1950397;0.60976475;0.071764171;556.23364;269.65552;85.184319;134.77391;421.35202;49.589584;0.5;1;0;0;0;0;1;0;0;0;1;0;691.00751;0;0;0;691.00751;0;11;0;4;0;0;0.74000001;6.4379401;79.41748;54.10075;53.276661;0;15.826669;70.633995;4.4107962;224.8494;18.868406;282.94971;19.73069;82.58654;62.080601;58.443047;34.241222;0;320.82043;17.405376;228.75662;145.78;0.25318992;6.7279205;4.202127;11.0307;691.00751;822.24847;52.065914;0;0;17.047728;556.23364;52.093342;82.680565;720.95996;10769;69;248
